asset,test,restricted_parameters,statistic,p_value,df,nobs,holm_p_value,family,significant_holm_5pct,significant_unadjusted_5pct,scope,reference_regime,hac_lags,evidence_class,hypothesis,replication_status,rate_interaction_coefficient__elb_qe,rate_interaction_coefficient__inflation_tightening,rate_interaction_coefficient__normalisation,rate_interaction_coefficient__pandemic_elb_qe,rate_interaction_coefficient__post_tightening_easing,rate_interaction_t__elb_qe,rate_interaction_t__inflation_tightening,rate_interaction_t__normalisation,rate_interaction_t__pandemic_elb_qe,rate_interaction_t__post_tightening_easing
portfolio_excess_return__ppe_investment__decile_05,joint_rate_beta_regime_interactions,5.0,2.9920685660091833,0.7012087048474352,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,1.4215451846932101,1.4796826509736187,0.6910797293355424,0.402793957551987,3.4255294229392055,0.4648149769521819,1.1790133252403892,0.9020823417232473,0.37749556068376794,0.6925539955080185
portfolio_excess_return__ppe_investment__decile_06,joint_regime_factor_interactions,10.0,17.743273198014588,0.05945178504460258,10.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,0.7093922591544164,1.401510959949531,-1.9828014246630845,0.08052993174213796,2.204317918488771,0.15334172797257978,1.4672291362364682,-2.119819619233107,0.030498487808434116,0.3705913429965578
portfolio_excess_return__ppe_investment__decile_06,joint_rate_beta_regime_interactions,5.0,7.3361920292453755,0.1968136690964166,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,0.7093922591544164,1.401510959949531,-1.9828014246630845,0.08052993174213796,2.204317918488771,0.15334172797257978,1.4672291362364682,-2.119819619233107,0.030498487808434116,0.3705913429965578
portfolio_excess_return__ppe_investment__decile_07,joint_regime_factor_interactions,10.0,30.855109150378688,0.0006199362965866934,10.0,648.0,0.039055986684961685,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-11.352154821470752,-4.175016863812134,-1.0120079146554888,12.512610197764147,6.854509032569516,-0.9922510013391154,-1.5435053047901948,-1.129191951659793,3.3201903917148368,1.345344376640458
portfolio_excess_return__ppe_investment__decile_07,joint_rate_beta_regime_interactions,5.0,17.70091641097157,0.003345567437996448,5.0,648.0,0.16183609386170858,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-11.352154821470752,-4.175016863812134,-1.0120079146554888,12.512610197764147,6.854509032569516,-0.9922510013391154,-1.5435053047901948,-1.129191951659793,3.3201903917148368,1.345344376640458
portfolio_excess_return__ppe_investment__decile_08,joint_regime_factor_interactions,10.0,75.33118998353704,4.101366251536554e-12,10.0,648.0,5.249748801966789e-10,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,5.9694413213472615,-1.9927540695969475,-2.8830128138164577,1.1626449103190506,3.8462641576552965,0.5641094630446483,-1.569229813789698,-3.412653098750094,1.068468997365,1.594855198850133
portfolio_excess_return__ppe_investment__decile_08,joint_rate_beta_regime_interactions,5.0,18.99422086563363,0.0019269067608998687,5.0,648.0,0.10019915156679317,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,5.9694413213472615,-1.9927540695969475,-2.8830128138164577,1.1626449103190506,3.8462641576552965,0.5641094630446483,-1.569229813789698,-3.412653098750094,1.068468997365,1.594855198850133
portfolio_excess_return__ppe_investment__decile_09,joint_regime_factor_interactions,10.0,28.608870469840298,0.001441182288131713,10.0,648.0,0.08070620813537593,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-4.374130039413295,1.1616788769170832,0.31017315175165816,0.21118938309326118,7.622858695348622,-0.5841547120292087,0.4918018090567215,0.550637616179471,0.08814174660301731,2.5541575731395345
portfolio_excess_return__ppe_investment__decile_09,joint_rate_beta_regime_interactions,5.0,7.766665430053845,0.1695726675080027,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-4.374130039413295,1.1616788769170832,0.31017315175165816,0.21118938309326118,7.622858695348622,-0.5841547120292087,0.4918018090567215,0.550637616179471,0.08814174660301731,2.5541575731395345
portfolio_excess_return__ppe_investment__decile_10,joint_regime_factor_interactions,10.0,52.53404831998019,9.086231053382053e-08,10.0,648.0,9.540542606051155e-06,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-23.637675531060353,-7.414830269854475,-1.9940517540835216,-9.947817131047405,-9.992135674316021,-2.736890717816765,-1.3334832878644636,-0.9185748943283878,-2.218553026501867,-2.3196332356735274
portfolio_excess_return__ppe_investment__decile_10,joint_rate_beta_regime_interactions,5.0,19.078781523348766,0.0018582573891196856,5.0,648.0,0.09848764162334334,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-23.637675531060353,-7.414830269854475,-1.9940517540835216,-9.947817131047405,-9.992135674316021,-2.736890717816765,-1.3334832878644636,-0.9185748943283878,-2.218553026501867,-2.3196332356735274
equal_weighted_test_assets,joint_regime_factor_interactions,10.0,58.859484907097475,5.953044837806557e-09,10.0,648.0,6.72694066672141e-07,regime_stability,True,True,equal_weighted_aggregate,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-2.7091004844102216,0.5873674216785989,1.018906890726651,-0.8021390130866166,1.874799012518305,-1.0320771509462292,1.4492532712796797,5.663554394115618,-1.020276269481957,1.517059520299099
equal_weighted_test_assets,joint_rate_beta_regime_interactions,5.0,37.31295828520956,5.183596173757298e-07,5.0,648.0,5.079924250282152e-05,regime_stability,True,True,equal_weighted_aggregate,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-2.7091004844102216,0.5873674216785989,1.018906890726651,-0.8021390130866166,1.874799012518305,-1.0320771509462292,1.4492532712796797,5.663554394115618,-1.020276269481957,1.517059520299099
